"protocol","port","description"
"TCP",9204,"WAP vCard"
"TCP",9205,"WAP vCal"
"TCP",9206,"WAP vCard Secure"
"TCP",9207,"WAP vCal Secure"
"TCP",9273,"BackGate (Windows rootkit)"
"TCP",9274,"BackGate (Windows rootkit)"
"TCP",9275,"BackGate (Windows rootkit)"
"TCP",9276,"BackGate (Windows rootkit)"
"TCP",9277,"BackGate (Windows rootkit)"
"TCP",9278,"BackGate (Windows rootkit)"
"TCP",9280,"HP JetDirect Embedded Web Server"
"TCP",9290,"HP JetDirect"
"TCP",9291,"HP JetDirect"
"TCP",9292,"HP JetDirect"
"TCP",9321,"guibase"
"TCP",9343,"MpIdcMgr"
"TCP",9344,"Mphlpdmc"
"TCP",9374,"fjdmimgr"
"TCP",9396,"fjinvmgr"
"TCP",9397,"MpIdcAgt"
"TCP",9400,"InCommand"
"TCP",9500,"ismserver"
"TCP",9535,"Remote man server"
"TCP",9537,"Remote man server, testing"
"TCP",9594,"Message System"
"TCP",9595,"Ping Discovery Service"
"TCP",9600,"MICROMUSE-NCPW"
"TCP",9753,"rasadv"
"TCP",9876,"Session Director"
"TCP",9888,"CYBORG Systems"
"TCP",9898,"MonkeyCom / Win32/Dabber (Windows worm)"
"TCP",9899,"SCTP TUNNELING"
"TCP",9900,"IUA"
"TCP",9909,"domaintime"
"TCP",9950,"APCPCPLUSWIN1"
"TCP",9951,"APCPCPLUSWIN2"
"TCP",9952,"APCPCPLUSWIN3"
"TCP",9992,"Palace"
"TCP",9993,"Palace"
"TCP",9994,"Palace"
"TCP",9995,"Palace"
"TCP",9996,"Sasser Worm shell / Palace"
"TCP",9997,"Palace"
"TCP",9998,"Distinct32"
"TCP",9999,"distinct / Win32/Dabber (Windows worm)"
"TCP",10000,"Webmin / Network Data Management Protocol/ Dumaru.Y (Windows trojan)"
"TCP",10001,"queue"
"TCP",10002,"poker"
"TCP",10003,"gateway"
"TCP",10004,"remp"
"TCP",10005,"Secure telnet"
"TCP",10007,"MVS Capacity"
"TCP",10012,"qmaster"
"TCP",10080,"Amanda / MyDoom.B (Windows trojan)"
"TCP",10082,"Amanda Indexing"
"TCP",10083,"Amanda Tape Indexing"
"TCP",10113,"NetIQ Endpoint"
"TCP",10114,"NetIQ Qcheck"
"TCP",10115,"Ganymede Endpoint"
"TCP",10128,"BMC-PERFORM-SERVICE DAEMON"
"TCP",10202,"Computer Associate License Manager"
"TCP",10203,"Computer Associate License Manager"
"TCP",10204,"Computer Associate License Manager"
"TCP",10288,"Blocks"
"TCP",10520,"Acid Shivers (Windows Trojan)"
"TCP",11000,"IRISA"
"TCP",11001,"Metasys"
"TCP",11111,"Viral Computing Environment (VCE)"
"TCP",11117,"W32.Beagle.L trojan / URBISNET"
"TCP",11367,"ATM UHAS"
"TCP",11523,"AOL / AdSubtract AOL Proxy"
"TCP",11720,"h323 Call Signal Alternate"
"TCP",11722,"RK Test"
"TCP",12000,"IBM Enterprise Extender SNA XID Exchange"
"TCP",12001,"IBM Enterprise Extender SNA COS Network Priority"
"TCP",12002,"IBM Enterprise Extender SNA COS High Priority"
"TCP",12003,"IBM Enterprise Extender SNA COS Medium Priority"
"TCP",12004,"IBM Enterprise Extender SNA COS Low Priority"
"TCP",12172,"HiveP"
"TCP",12345,"Netbus (Windows Trojan)"
"TCP",12346,"NetBus (Windows Trojan)"
"TCP",12348,"BioNet (Windows Trojan)"
"TCP",12349,"BioNet (Windows Trojan)"
"TCP",12361,"Whack-a-mole (Windows Trojan)"
"TCP",12362,"Whack-a-mole (Windows Trojan)"
"TCP",12753,"tsaf port"
"TCP",12754,"DDOS communication TCP"
"TCP",13160,"I-ZIPQD"
"TCP",13223,"PowWow Client"
"TCP",13224,"PowWow Server"
"TCP",13326,"game"
"TCP",13720,"BPRD Protocol (VERITAS NetBackup)"
"TCP",13721,"BPBRM Protocol (VERITAS NetBackup)"
"TCP",13722,"BP Java MSVC Protocol"
"TCP",13782,"VERITAS NetBackup"
"TCP",13783,"VOPIED Protnocol"
"TCP",13818,"DSMCC Config"
"TCP",13819,"DSMCC Session Messages"
"TCP",13820,"DSMCC Pass-Thru Messages"
"TCP",13821,"DSMCC Download Protocol"
"TCP",13822,"DSMCC Channel Change Protocol"
"TCP",14001,"ITU SCCP (SS7)"
"TCP",14237,"Palm Network Hotsync"
"TCP",14247,"Mitglieder.H trojan"
"TCP",15104,"DDOS communication TCP"
"TCP",16360,"netserialext1"
"TCP",16361,"netserialext2"
"TCP",16367,"netserialext3"
"TCP",16368,"netserialext4"
"TCP",16660,"Stacheldraht distributed attack tool client"
"TCP",16959,"Subseven DEFCON8 2.1 backdoor remote access tool"
"TCP",16991,"INTEL-RCI-MP"
"TCP",17007,"isode-dua"
"TCP",17219,"Chipper"
"TCP",17300,"Kuang2 (Windows trojan)"
"TCP",17569,"Infector"
"TCP",17990,"Worldspan gateway"
"TCP",18000,"Beckman Instruments Inc."
"TCP",18181,"OPSEC CVP"
"TCP",18182,"OPSEC UFP"
"TCP",18183,"OPSEC SAM"
"TCP",18184,"OPSEC LEA"
"TCP",18185,"OPSEC OMI"
"TCP",18187,"OPSEC ELA"
"TCP",18463,"AC Cluster"
"TCP",18753,"Shaft distributed attack tool handler agent"
"TCP",18888,"APCNECMP"
"TCP",19216,"BackGate (Windows rootkit)"
"TCP",19283,"Key Server for SASSAFRAS"
"TCP",19315,"Key Shadow for SASSAFRAS"
"TCP",19410,"hp-sco"
"TCP",19411,"hp-sca"
"TCP",19412,"HP-SESSMON"
"TCP",19541,"JCP Client"
"TCP",20000,"DNP"
"TCP",20005,"xcept4 (German Telekom's CEPT videotext service)"
"TCP",20031,"BakBone NetVault"
"TCP",20034,"NetBus 2 Pro (Windows Trojan)"
"TCP",20432,"Shaft distributed attack client"
"TCP",20670,"Track"
"TCP",20742,"Mitglieder.E trojan"
"TCP",20999,"At Hand MMP"
"TCP",21554,"Girlfriend (Windows Trojan)"
"TCP",21590,"VoFR Gateway"
"TCP",21845,"webphone"
"TCP",21846,"NetSpeak Corp. Directory Services"
"TCP",21847,"NetSpeak Corp. Connection Services"
"TCP",21848,"NetSpeak Corp. Automatic Call Distribution"
"TCP",21849,"NetSpeak Corp. Credit Processing System"
"TCP",22000,"SNAPenetIO"
"TCP",22001,"OptoControl"
"TCP",22156,"Phatbot Worm"
"TCP",22273,"wnn6"
"TCP",22289,"Wnn6 (Chinese Input)"
"TCP",22305,"Wnn6 (Korean Input)"
"TCP",22321,"Wnn6 (Taiwanese Input)"
"TCP",22555,"Vocaltec Web Conference"
"TCP",22800,"Telerate Information Platform LAN"
"TCP",22951,"Telerate Information Platform WAN"
"TCP",23005,"W32.HLLW.Nettrash"
"TCP",23006,"W32.HLLW.Nettrash"
"TCP",23432,"Asylum"
"TCP",23476,"Donald Dick"
"TCP",23477,"Donald Dick"
"TCP",23485,"Shareasa file sharing"
"TCP",24000,"med-ltp"
"TCP",24001,"med-fsp-rx"
"TCP",24002,"med-fsp-tx"
"TCP",24003,"med-supp"
"TCP",24004,"med-ovw"
"TCP",24005,"med-ci"
"TCP",24006,"med-net-svc"
"TCP",24386,"Intel RCI"
"TCP",24554,"BINKP"
"TCP",25000,"icl-twobase1"
"TCP",25001,"icl-twobase2"
"TCP",25002,"icl-twobase3"
"TCP",25003,"icl-twobase4"
"TCP",25004,"icl-twobase5"
"TCP",25005,"icl-twobase6"
"TCP",25006,"icl-twobase7"
"TCP",25007,"icl-twobase8"
"TCP",25008,"icl-twobase9"
"TCP",25009,"icl-twobase10"
"TCP",25555,"Mitglieder.D trojan"
"TCP",25793,"Vocaltec Address Server"
"TCP",25867,"WebCam32 Admin"
"TCP",26000,"quake"
"TCP",26208,"wnn6-ds"
"TCP",26274,"Delta Source (Windows Trojan)"
"TCP",27347,"SubSeven / Linux.Ramen.Worm (RedHat Linux)"
"TCP",27374,"SubSeven / Linux.Ramen.Worm (RedHat Linux)"
"TCP",27665,"Trinoo distributed attack tool Master server control port"
"TCP",27999,"TW Authentication/Key Distribution and"
"TCP",30100,"Netsphere (Windows Trojan)"
"TCP",30101,"Netsphere (Windows Trojan)"
"TCP",30102,"Netsphere (Windows Trojan)"
"TCP",30999,"Kuang"
"TCP",31337,"BO2K"
"TCP",31785,"Hack-A-Tack (Windows Trojan)"
"TCP",31787,"Hack-A-Tack (Windows Trojan)"
"TCP",31788,"Hack-A-Tack (Windows Trojan)"
"TCP",31789,"Hack-A-Tack (Windows Trojan)"
"TCP",31791,"Hack-A-Tack (Windows Trojan)"
"TCP",32000,"XtraMail v1.11"
"TCP",32768,"Filenet TMS"
"TCP",32769,"Filenet RPC"
"TCP",32770,"Filenet NCH"
"TCP",32771,"Solaris RPC"
"TCP",32772,"Solaris RPC"
"TCP",32773,"Solaris RPC"
"TCP",32774,"Solaris RPC"
"TCP",32775,"Solaris RPC"
"TCP",32776,"Solaris RPC"
"TCP",32777,"Solaris RPC"
"TCP",32780,"RPC"
"TCP",33434,"traceroute use"
"TCP",34324,"Big Gluck (Windows Trojan)"
"TCP",36865,"KastenX Pipe"
"TCP",40421,"Master's Paradise (Windows Trojan)"
"TCP",40422,"Master's Paradise (Windows Trojan)"
"TCP",40423,"Master's Paradise (Windows Trojan)"
"TCP",40426,"Master's Paradise (Windows Trojan)"
"TCP",40841,"CSCP"
"TCP",42424,"ASP.NET Session State"
"TCP",43118,"Reachout"
"TCP",43188,"Reachout"
"TCP",44333,"Kerio WinRoute Firewall Administration"
"TCP",44334,"Kerio Personal Firewall Administration"
"TCP",44337,"Kerio MailServer Administration"
"TCP",44444,"Prosiak"
"TCP",44818,"Rockwell Encapsulation"
"TCP",45092,"BackGate (Windows rootkit)"
"TCP",45678,"EBA PRISE"
"TCP",45966,"SSRServerMgr"
"TCP",47262,"Delta Source (Windows Trojan)"
"TCP",47557,"Databeam Corporation"
"TCP",47624,"Direct Play Server"
"TCP",47806,"ALC Protocol"
"TCP",47808,"Building Automation and Control Networks"
"TCP",48000,"Nimbus Controller"
"TCP",48001,"Nimbus Spooler"
"TCP",48002,"Nimbus Hub"
"TCP",48003,"Nimbus Gateway"
"TCP",49400,"Compaq Insight Manager"
"TCP",49401,"Compaq Insight Manager"
"TCP",50300,"O&O Defrag"
"TCP",51515,"Microsoft Operations Manager MOM-Clear"
"TCP",52673,"Stickies"
"TCP",54283,"SubSeven"
"TCP",54320,"Orifice 2000 (TCP)"
"TCP",54321,"Orifice 2000 (TCP)"
"TCP",60000,"DeepThroat"
"TCP",65000,"distributed attack tool / Devil (Windows Trojan)"
"TCP",65301,"pcAnywhere-def"
"TCP",65506,"PhatBot, Agobot, Gaobot (Windows trojans)"
